epoch,itr,loss,uncertainty,maskA,maskB,time_ms
epoch,itr,loss,uncertainty,maskA,maskB,time_ms
1,97,0.10127,0.000001,26.00000,38.00000,314
2,1,0.06792,0.000003,37.00000,13.00000,355
2,17,0.06690,0.000004,37.00000,27.00000,368
2,33,0.06572,0.000004,37.00000,27.00000,368
2,49,0.06420,0.000006,32.00000,32.00000,344
2,65,0.06277,0.000011,28.00000,36.00000,325
2,81,0.06168,0.000015,29.00000,17.00000,311
2,97,0.06073,0.000017,26.00000,38.00000,315
3,1,0.05442,0.000039,36.00000,14.00000,348
3,17,0.05626,0.000040,30.00000,34.00000,333
3,33,0.05560,0.000040,37.00000,27.00000,368
3,49,0.05617,0.000038,34.00000,30.00000,355
3,65,0.05575,0.000040,29.00000,35.00000,328
3,81,0.05494,0.000041,34.00000,15.00000,341
3,97,0.05435,0.000041,25.00000,39.00000,311
4,1,0.05021,0.000051,27.00000,18.00000,300
4,17,0.04961,0.000050,37.00000,27.00000,368
4,33,0.04887,0.000057,36.00000,28.00000,362
4,49,0.04838,0.000058,35.00000,29.00000,358
4,65,0.04795,0.000068,35.00000,29.00000,358
4,81,0.04790,0.000072,29.00000,17.00000,311
4,97,0.04759,0.000077,31.00000,33.00000,336
5,1,0.04675,0.000101,28.00000,18.00000,308
5,17,0.04477,0.000120,35.00000,29.00000,358
5,33,0.04401,0.000131,28.00000,36.00000,324
5,49,0.04341,0.000141,29.00000,35.00000,328
5,65,0.04297,0.000158,26.00000,38.00000,314
5,81,0.04201,0.000176,29.00000,17.00000,311
5,97,0.04113,0.000187,25.00000,39.00000,311
6,1,0.03580,0.000314,36.00000,14.00000,348
6,17,0.03436,0.000359,36.00000,28.00000,360
6,33,0.03384,0.000404,30.00000,34.00000,333
6,49,0.03312,0.000421,26.00000,38.00000,315
6,65,0.03229,0.000433,33.00000,31.00000,349
6,81,0.03174,0.000455,37.00000,13.00000,355
6,97,0.03134,0.000467,38.00000,26.00000,372
7,1,0.03047,0.000644,26.00000,19.00000,296
7,17,0.02795,0.000647,33.00000,31.00000,349
7,33,0.02747,0.000661,33.00000,31.00000,349
7,49,0.02729,0.000649,29.00000,35.00000,328
7,65,0.02716,0.000645,35.00000,29.00000,358
7,81,0.02685,0.000639,37.00000,13.00000,355
7,97,0.02658,0.000648,30.00000,34.00000,333
8,1,0.02583,0.000741,31.00000,16.00000,320
8,17,0.02500,0.000676,28.00000,36.00000,324
8,33,0.02479,0.000710,29.00000,35.00000,328
8,49,0.02460,0.000704,32.00000,32.00000,344
8,65,0.02446,0.000734,37.00000,27.00000,368
8,81,0.02433,0.000735,32.00000,16.00000,329
8,97,0.02426,0.000730,35.00000,29.00000,358
9,1,0.02163,0.000694,36.00000,14.00000,348
9,17,0.02283,0.000717,31.00000,33.00000,336
9,33,0.02277,0.000733,32.00000,32.00000,344
9,49,0.02281,0.000768,29.00000,35.00000,328
9,65,0.02265,0.000792,25.00000,39.00000,311
9,81,0.02267,0.000796,32.00000,16.00000,329
9,97,0.02255,0.000806,35.00000,29.00000,358
10,1,0.02012,0.000861,35.00000,14.00000,344
10,17,0.02182,0.000879,29.00000,35.00000,328
10,33,0.02187,0.000905,26.00000,38.00000,314
10,49,0.02154,0.000896,35.00000,29.00000,357
10,65,0.02154,0.000916,27.00000,37.00000,317
10,81,0.02134,0.000947,29.00000,17.00000,311
10,97,0.02121,0.000950,33.00000,31.00000,349
11,1,0.01941,0.000882,34.00000,15.00000,340
11,17,0.02048,0.000922,37.00000,27.00000,368
11,33,0.02042,0.000915,38.00000,26.00000,372
11,49,0.02056,0.000957,29.00000,35.00000,328
11,65,0.02028,0.000977,34.00000,30.00000,354
11,81,0.02010,0.001012,29.00000,17.00000,312
11,97,0.02017,0.001018,33.00000,31.00000,349
12,1,0.01997,0.001148,29.00000,17.00000,311
12,17,0.01981,0.001109,34.00000,30.00000,354
12,33,0.01941,0.001124,31.00000,33.00000,336
12,49,0.01914,0.001167,27.00000,37.00000,317
12,65,0.01900,0.001193,37.00000,27.00000,368
12,81,0.01876,0.001199,34.00000,15.00000,340
12,97,0.01866,0.001205,35.00000,29.00000,357
13,1,0.01635,0.001281,35.00000,14.00000,344
13,17,0.01834,0.001381,34.00000,30.00000,354
13,33,0.01815,0.001317,35.00000,29.00000,357
13,49,0.01822,0.001287,28.00000,36.00000,324
13,65,0.01798,0.001274,31.00000,33.00000,336
13,81,0.01787,0.001274,36.00000,14.00000,347
13,97,0.01784,0.001290,29.00000,35.00000,328
14,1,0.01638,0.001324,34.00000,15.00000,340
14,17,0.01751,0.001360,33.00000,31.00000,350
14,33,0.01749,0.001367,35.00000,29.00000,358
14,49,0.01736,0.001377,35.00000,29.00000,358
14,65,0.01734,0.001404,36.00000,28.00000,360
14,81,0.01731,0.001402,31.00000,16.00000,320
14,97,0.01725,0.001418,32.00000,32.00000,344
15,1,0.01566,0.001408,34.00000,15.00000,341
15,17,0.01728,0.001474,26.00000,38.00000,314
15,33,0.01715,0.001555,30.00000,34.00000,333
15,49,0.01706,0.001557,38.00000,26.00000,371
15,65,0.01696,0.001573,34.00000,30.00000,355
15,81,0.01686,0.001620,28.00000,18.00000,307
15,97,0.01686,0.001625,34.00000,30.00000,354
16,1,0.01727,0.001751,30.00000,17.00000,316
16,17,0.01642,0.001723,28.00000,36.00000,324
16,33,0.01609,0.001699,29.00000,35.00000,328
16,49,0.01604,0.001712,37.00000,27.00000,367
16,65,0.01608,0.001729,26.00000,38.00000,315
16,81,0.01611,0.001784,26.00000,19.00000,296
16,97,0.01616,0.001785,25.00000,39.00000,311
17,1,0.01575,0.001557,30.00000,17.00000,316
17,17,0.01613,0.001584,29.00000,35.00000,328
17,33,0.01569,0.001748,26.00000,38.00000,314
17,49,0.01574,0.001755,37.00000,27.00000,368
17,65,0.01577,0.001816,29.00000,35.00000,328
17,81,0.01572,0.001842,27.00000,18.00000,299
17,97,0.01570,0.001850,36.00000,28.00000,360
18,1,0.01394,0.001830,34.00000,15.00000,340
18,17,0.01562,0.001890,26.00000,38.00000,315
18,33,0.01545,0.001914,26.00000,38.00000,314
18,49,0.01541,0.001932,36.00000,28.00000,360
18,65,0.01542,0.001916,28.00000,36.00000,324
18,81,0.01533,0.001941,34.00000,15.00000,340
18,97,0.01533,0.001973,37.00000,27.00000,368
19,1,0.01543,0.002033,29.00000,17.00000,312
19,17,0.01528,0.001987,35.00000,29.00000,358
19,33,0.01513,0.002028,36.00000,28.00000,360
19,49,0.01542,0.002003,31.00000,33.00000,336
19,65,0.01540,0.001992,34.00000,30.00000,354
19,81,0.01547,0.002003,34.00000,15.00000,340
19,97,0.01529,0.002017,25.00000,39.00000,311
20,1,0.01452,0.002146,31.00000,16.00000,320
20,17,0.01379,0.002117,32.00000,32.00000,344
20,33,0.01387,0.002147,26.00000,38.00000,315
20,49,0.01405,0.002146,31.00000,33.00000,336
20,65,0.01426,0.002187,25.00000,39.00000,311
20,81,0.01427,0.002195,38.00000,13.00000,360
20,97,0.01436,0.002201,30.00000,34.00000,333
21,1,0.01416,0.002316,33.00000,15.00000,334
21,17,0.01440,0.002264,32.00000,32.00000,344
21,33,0.01461,0.002184,27.00000,37.00000,317
21,49,0.01444,0.002191,34.00000,30.00000,354
21,65,0.01431,0.002230,32.00000,32.00000,344
21,81,0.01440,0.002249,32.00000,16.00000,329
21,97,0.01430,0.002261,32.00000,32.00000,344
22,1,0.01226,0.002252,37.00000,13.00000,355
22,17,0.01385,0.002349,31.00000,33.00000,336
22,33,0.01404,0.002369,37.00000,27.00000,368
22,49,0.01394,0.002341,34.00000,30.00000,354
22,65,0.01392,0.002341,30.00000,34.00000,333
22,81,0.01396,0.002348,30.00000,17.00000,316
22,97,0.01399,0.002364,30.00000,34.00000,333
23,1,0.01510,0.002670,27.00000,18.00000,299
23,17,0.01348,0.002507,31.00000,33.00000,336
23,33,0.01357,0.002490,36.00000,28.00000,360
23,49,0.01364,0.002463,36.00000,28.00000,360
23,65,0.01362,0.002501,32.00000,32.00000,344
23,81,0.01361,0.002501,34.00000,15.00000,340
23,97,0.01359,0.002496,34.00000,30.00000,354
24,1,0.01548,0.002516,27.00000,18.00000,299
24,17,0.01346,0.002500,26.00000,38.00000,315
24,33,0.01369,0.002503,32.00000,32.00000,344
24,49,0.01357,0.002500,35.00000,29.00000,357
24,65,0.01347,0.002522,29.00000,35.00000,328
24,81,0.01357,0.002525,34.00000,15.00000,340
24,97,0.01359,0.002539,35.00000,29.00000,357
25,1,0.01251,0.002646,32.00000,16.00000,329
25,17,0.01360,0.002646,34.00000,30.00000,354
25,33,0.01359,0.002610,33.00000,31.00000,349
25,49,0.01372,0.002607,27.00000,37.00000,317
25,65,0.01355,0.002600,36.00000,28.00000,360
25,81,0.01351,0.002613,35.00000,14.00000,344
25,97,0.01351,0.002628,26.00000,38.00000,315
26,1,0.01138,0.002619,36.00000,14.00000,348
26,17,0.01306,0.002720,36.00000,28.00000,360
26,33,0.01326,0.002659,26.00000,38.00000,315
26,49,0.01344,0.002638,25.00000,39.00000,311
26,65,0.01326,0.002643,36.00000,28.00000,360
26,81,0.01325,0.002632,34.00000,15.00000,340
26,97,0.01335,0.002639,30.00000,34.00000,333
27,1,0.01304,0.002685,30.00000,17.00000,316
27,17,0.01331,0.002744,34.00000,30.00000,354
27,33,0.01309,0.002717,29.00000,35.00000,328
27,49,0.01311,0.002696,37.00000,27.00000,368
27,65,0.01308,0.002730,28.00000,36.00000,325
27,81,0.01316,0.002715,34.00000,15.00000,340
27,97,0.01329,0.002721,29.00000,35.00000,328
28,1,0.01342,0.002590,30.00000,17.00000,317
28,17,0.01308,0.002633,27.00000,37.00000,317
28,33,0.01337,0.002669,34.00000,30.00000,354
28,49,0.01332,0.002681,27.00000,37.00000,317
28,65,0.01328,0.002683,38.00000,26.00000,372
28,81,0.01324,0.002685,32.00000,16.00000,329
28,97,0.01321,0.002693,37.00000,27.00000,368
29,1,0.01128,0.002705,34.00000,15.00000,340
29,17,0.01289,0.002754,36.00000,28.00000,360
29,33,0.01308,0.002721,26.00000,38.00000,314
29,49,0.01335,0.002745,26.00000,38.00000,314
29,65,0.01329,0.002738,34.00000,30.00000,354
29,81,0.01326,0.002754,37.00000,13.00000,355
29,97,0.01324,0.002751,34.00000,30.00000,354
30,1,0.01540,0.002698,25.00000,19.00000,292
30,17,0.01247,0.002741,26.00000,38.00000,315
30,33,0.01285,0.002753,26.00000,38.00000,314
30,49,0.01277,0.002760,32.00000,32.00000,344
30,65,0.01298,0.002783,27.00000,37.00000,317
30,81,0.01293,0.002760,36.00000,14.00000,347
30,97,0.01300,0.002746,29.00000,35.00000,328
